대여일자,대여시간,기온(°C),풍속(m/s),강수량(mm),습도(%),요일_0,요일_1,요일_2,요일_3,요일_4,요일_5,요일_6
2023-12-17,23,-9,3,0.0,50,0,0,0,0,0,0,1
2023-12-17,00,-10,3,0.0,45,0,0,0,0,0,0,1
2023-12-17,01,-10,3,0.0,45,0,0,0,0,0,0,1
2023-12-17,02,-10,3,0.0,50,0,0,0,0,0,0,1
2023-12-17,03,-10,3,0.0,50,0,0,0,0,0,0,1
2023-12-17,04,-10,3,0.0,50,0,0,0,0,0,0,1
