대여일자,대여시간,대여소번호,대여소명,이용건수,월,일,요일,지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),요일_0,요일_1,요일_2,요일_3,요일_4,요일_5,요일_6
2022-02-14,10,502,502. 뚝섬유원지역 1번출구 앞,5,2,14,0,108,서울,2022-02-14 10:00:00,3.6,0.0,1.0,67,1,0,0,0,0,0,0
2022-02-14,11,502,502. 뚝섬유원지역 1번출구 앞,1,2,14,0,108,서울,2022-02-14 11:00:00,5.0,0.0,1.9,62,1,0,0,0,0,0,0
2022-02-14,12,502,502. 뚝섬유원지역 1번출구 앞,10,2,14,0,108,서울,2022-02-14 12:00:00,6.9,0.0,1.9,53,1,0,0,0,0,0,0
2022-02-14,13,502,502. 뚝섬유원지역 1번출구 앞,8,2,14,0,108,서울,2022-02-14 13:00:00,8.0,0.0,3.5,44,1,0,0,0,0,0,0
2022-02-14,14,502,502. 뚝섬유원지역 1번출구 앞,2,2,14,0,108,서울,2022-02-14 14:00:00,7.9,0.0,4.6,44,1,0,0,0,0,0,0
2022-02-14,15,502,502. 뚝섬유원지역 1번출구 앞,5,2,14,0,108,서울,2022-02-14 15:00:00,7.4,0.0,4.9,46,1,0,0,0,0,0,0
2022-02-14,16,502,502. 뚝섬유원지역 1번출구 앞,1,2,14,0,108,서울,2022-02-14 16:00:00,4.2,0.0,4.7,84,1,0,0,0,0,0,0
2022-02-14,17,502,502. 뚝섬유원지역 1번출구 앞,1,2,14,0,108,서울,2022-02-14 17:00:00,3.4,0.0,3.5,89,1,0,0,0,0,0,0
2022-02-14,18,502,502. 뚝섬유원지역 1번출구 앞,6,2,14,0,108,서울,2022-02-14 18:00:00,2.7,1.7,3.9,91,1,0,0,0,0,0,0
2022-02-14,19,502,502. 뚝섬유원지역 1번출구 앞,8,2,14,0,108,서울,2022-02-14 19:00:00,2.1,0.0,3.5,85,1,0,0,0,0,0,0
2022-02-14,20,502,502. 뚝섬유원지역 1번출구 앞,2,2,14,0,108,서울,2022-02-14 20:00:00,0.8,0.0,3.3,78,1,0,0,0,0,0,0
2022-02-14,21,502,502. 뚝섬유원지역 1번출구 앞,6,2,14,0,108,서울,2022-02-14 21:00:00,0.4,0.0,3.2,77,1,0,0,0,0,0,0
2022-02-14,22,502,502. 뚝섬유원지역 1번출구 앞,1,2,14,0,108,서울,2022-02-14 22:00:00,0.1,0.0,3.4,73,1,0,0,0,0,0,0
2022-02-14,23,502,502. 뚝섬유원지역 1번출구 앞,2,2,14,0,108,서울,2022-02-14 23:00:00,-0.6,0.0,4.5,65,1,0,0,0,0,0,0
2022-02-15,0,502,502. 뚝섬유원지역 1번출구 앞,1,2,15,1,108,서울,2022-02-15 00:00:00,-1.3,0.0,4.2,66,0,1,0,0,0,0,0
2022-02-15,7,502,502. 뚝섬유원지역 1번출구 앞,2,2,15,1,108,서울,2022-02-15 07:00:00,-5.7,0.0,3.7,70,0,1,0,0,0,0,0
2022-02-15,8,502,502. 뚝섬유원지역 1번출구 앞,5,2,15,1,108,서울,2022-02-15 08:00:00,-6.1,0.0,3.9,70,0,1,0,0,0,0,0
2022-02-15,9,502,502. 뚝섬유원지역 1번출구 앞,5,2,15,1,108,서울,2022-02-15 09:00:00,-6.0,0.0,3.1,71,0,1,0,0,0,0,0
2022-02-15,10,502,502. 뚝섬유원지역 1번출구 앞,2,2,15,1,108,서울,2022-02-15 10:00:00,-5.7,0.0,4.3,65,0,1,0,0,0,0,0
2022-02-15,11,502,502. 뚝섬유원지역 1번출구 앞,2,2,15,1,108,서울,2022-02-15 11:00:00,-4.2,0.0,3.8,59,0,1,0,0,0,0,0
2022-02-15,12,502,502. 뚝섬유원지역 1번출구 앞,3,2,15,1,108,서울,2022-02-15 12:00:00,-3.0,0.0,3.0,56,0,1,0,0,0,0,0
2022-02-15,13,502,502. 뚝섬유원지역 1번출구 앞,4,2,15,1,108,서울,2022-02-15 13:00:00,-3.3,0.0,4.1,53,0,1,0,0,0,0,0
2022-02-15,14,502,502. 뚝섬유원지역 1번출구 앞,4,2,15,1,108,서울,2022-02-15 14:00:00,-2.7,0.0,4.3,49,0,1,0,0,0,0,0
2022-02-15,15,502,502. 뚝섬유원지역 1번출구 앞,4,2,15,1,108,서울,2022-02-15 15:00:00,-3.3,0.0,3.8,51,0,1,0,0,0,0,0
2022-02-15,16,502,502. 뚝섬유원지역 1번출구 앞,6,2,15,1,108,서울,2022-02-15 16:00:00,-3.2,0.0,2.5,56,0,1,0,0,0,0,0
2022-02-15,18,502,502. 뚝섬유원지역 1번출구 앞,13,2,15,1,108,서울,2022-02-15 18:00:00,-3.8,0.0,3.7,47,0,1,0,0,0,0,0
2022-02-15,19,502,502. 뚝섬유원지역 1번출구 앞,8,2,15,1,108,서울,2022-02-15 19:00:00,-4.8,0.0,4.0,45,0,1,0,0,0,0,0
2022-02-15,20,502,502. 뚝섬유원지역 1번출구 앞,1,2,15,1,108,서울,2022-02-15 20:00:00,-5.7,0.0,4.3,45,0,1,0,0,0,0,0
2022-02-15,21,502,502. 뚝섬유원지역 1번출구 앞,9,2,15,1,108,서울,2022-02-15 21:00:00,-6.5,0.0,2.8,46,0,1,0,0,0,0,0
2022-02-15,22,502,502. 뚝섬유원지역 1번출구 앞,1,2,15,1,108,서울,2022-02-15 22:00:00,-7.0,0.0,3.1,46,0,1,0,0,0,0,0
2022-02-15,23,502,502. 뚝섬유원지역 1번출구 앞,1,2,15,1,108,서울,2022-02-15 23:00:00,-7.6,0.0,3.5,54,0,1,0,0,0,0,0
2022-02-16,0,502,502. 뚝섬유원지역 1번출구 앞,1,2,16,2,108,서울,2022-02-16 00:00:00,-7.7,0.0,3.7,56,0,0,1,0,0,0,0
2022-02-16,5,502,502. 뚝섬유원지역 1번출구 앞,1,2,16,2,108,서울,2022-02-16 05:00:00,-8.2,0.0,3.3,64,0,0,1,0,0,0,0
2022-02-16,6,502,502. 뚝섬유원지역 1번출구 앞,1,2,16,2,108,서울,2022-02-16 06:00:00,-8.4,0.0,2.7,64,0,0,1,0,0,0,0
2022-02-16,7,502,502. 뚝섬유원지역 1번출구 앞,2,2,16,2,108,서울,2022-02-16 07:00:00,-8.6,0.0,2.7,62,0,0,1,0,0,0,0
2022-02-16,8,502,502. 뚝섬유원지역 1번출구 앞,7,2,16,2,108,서울,2022-02-16 08:00:00,-8.9,0.0,4.6,59,0,0,1,0,0,0,0
2022-02-16,9,502,502. 뚝섬유원지역 1번출구 앞,4,2,16,2,108,서울,2022-02-16 09:00:00,-8.4,0.0,2.8,61,0,0,1,0,0,0,0
2022-02-16,10,502,502. 뚝섬유원지역 1번출구 앞,1,2,16,2,108,서울,2022-02-16 10:00:00,-7.6,0.0,4.4,51,0,0,1,0,0,0,0
2022-02-16,11,502,502. 뚝섬유원지역 1번출구 앞,3,2,16,2,108,서울,2022-02-16 11:00:00,-6.8,0.0,3.9,44,0,0,1,0,0,0,0
2022-02-16,12,502,502. 뚝섬유원지역 1번출구 앞,2,2,16,2,108,서울,2022-02-16 12:00:00,-5.7,0.0,3.6,41,0,0,1,0,0,0,0
2022-02-16,13,502,502. 뚝섬유원지역 1번출구 앞,4,2,16,2,108,서울,2022-02-16 13:00:00,-5.2,0.0,4.8,37,0,0,1,0,0,0,0
2022-02-16,14,502,502. 뚝섬유원지역 1번출구 앞,1,2,16,2,108,서울,2022-02-16 14:00:00,-5.2,0.0,6.1,33,0,0,1,0,0,0,0
2022-02-16,15,502,502. 뚝섬유원지역 1번출구 앞,6,2,16,2,108,서울,2022-02-16 15:00:00,-4.5,0.0,3.5,36,0,0,1,0,0,0,0
2022-02-16,16,502,502. 뚝섬유원지역 1번출구 앞,4,2,16,2,108,서울,2022-02-16 16:00:00,-4.8,0.0,4.9,38,0,0,1,0,0,0,0
2022-02-16,17,502,502. 뚝섬유원지역 1번출구 앞,2,2,16,2,108,서울,2022-02-16 17:00:00,-5.0,0.0,3.6,37,0,0,1,0,0,0,0
2022-02-16,18,502,502. 뚝섬유원지역 1번출구 앞,9,2,16,2,108,서울,2022-02-16 18:00:00,-5.8,0.0,4.4,39,0,0,1,0,0,0,0
2022-02-16,19,502,502. 뚝섬유원지역 1번출구 앞,3,2,16,2,108,서울,2022-02-16 19:00:00,-6.4,0.0,3.9,42,0,0,1,0,0,0,0
2022-02-16,20,502,502. 뚝섬유원지역 1번출구 앞,2,2,16,2,108,서울,2022-02-16 20:00:00,-7.2,0.0,4.2,44,0,0,1,0,0,0,0
2022-02-16,21,502,502. 뚝섬유원지역 1번출구 앞,6,2,16,2,108,서울,2022-02-16 21:00:00,-8.1,0.0,4.8,47,0,0,1,0,0,0,0
2022-02-16,22,502,502. 뚝섬유원지역 1번출구 앞,3,2,16,2,108,서울,2022-02-16 22:00:00,-8.9,0.0,3.6,52,0,0,1,0,0,0,0
2022-02-16,23,502,502. 뚝섬유원지역 1번출구 앞,1,2,16,2,108,서울,2022-02-16 23:00:00,-9.4,0.0,2.3,52,0,0,1,0,0,0,0
2022-02-17,0,502,502. 뚝섬유원지역 1번출구 앞,2,2,17,3,108,서울,2022-02-17 00:00:00,-9.6,0.0,2.9,54,0,0,0,1,0,0,0
2022-02-17,6,502,502. 뚝섬유원지역 1번출구 앞,1,2,17,3,108,서울,2022-02-17 06:00:00,-10.1,0.0,3.1,48,0,0,0,1,0,0,0
2022-02-17,7,502,502. 뚝섬유원지역 1번출구 앞,1,2,17,3,108,서울,2022-02-17 07:00:00,-10.3,0.0,2.8,48,0,0,0,1,0,0,0
2022-02-17,8,502,502. 뚝섬유원지역 1번출구 앞,6,2,17,3,108,서울,2022-02-17 08:00:00,-10.7,0.0,0.6,50,0,0,0,1,0,0,0
2022-02-17,9,502,502. 뚝섬유원지역 1번출구 앞,4,2,17,3,108,서울,2022-02-17 09:00:00,-9.6,0.0,2.3,48,0,0,0,1,0,0,0
2022-02-17,10,502,502. 뚝섬유원지역 1번출구 앞,2,2,17,3,108,서울,2022-02-17 10:00:00,-8.4,0.0,2.2,44,0,0,0,1,0,0,0
2022-02-17,11,502,502. 뚝섬유원지역 1번출구 앞,1,2,17,3,108,서울,2022-02-17 11:00:00,-6.4,0.0,1.9,39,0,0,0,1,0,0,0
2022-02-17,12,502,502. 뚝섬유원지역 1번출구 앞,2,2,17,3,108,서울,2022-02-17 12:00:00,-5.5,0.0,2.4,36,0,0,0,1,0,0,0
2022-02-17,13,502,502. 뚝섬유원지역 1번출구 앞,3,2,17,3,108,서울,2022-02-17 13:00:00,-4.3,0.0,2.1,34,0,0,0,1,0,0,0
2022-02-17,14,502,502. 뚝섬유원지역 1번출구 앞,1,2,17,3,108,서울,2022-02-17 14:00:00,-2.4,0.0,2.3,31,0,0,0,1,0,0,0
2022-02-17,15,502,502. 뚝섬유원지역 1번출구 앞,2,2,17,3,108,서울,2022-02-17 15:00:00,-2.0,0.0,2.7,31,0,0,0,1,0,0,0
2022-02-17,16,502,502. 뚝섬유원지역 1번출구 앞,2,2,17,3,108,서울,2022-02-17 16:00:00,-0.9,0.0,2.5,29,0,0,0,1,0,0,0
2022-02-17,17,502,502. 뚝섬유원지역 1번출구 앞,6,2,17,3,108,서울,2022-02-17 17:00:00,-1.1,0.0,2.9,31,0,0,0,1,0,0,0
2022-02-17,18,502,502. 뚝섬유원지역 1번출구 앞,19,2,17,3,108,서울,2022-02-17 18:00:00,-2.8,0.0,2.5,34,0,0,0,1,0,0,0
2022-02-17,19,502,502. 뚝섬유원지역 1번출구 앞,7,2,17,3,108,서울,2022-02-17 19:00:00,-3.8,0.0,2.5,38,0,0,0,1,0,0,0
2022-02-17,20,502,502. 뚝섬유원지역 1번출구 앞,3,2,17,3,108,서울,2022-02-17 20:00:00,-4.7,0.0,0.3,39,0,0,0,1,0,0,0
2022-02-17,21,502,502. 뚝섬유원지역 1번출구 앞,5,2,17,3,108,서울,2022-02-17 21:00:00,-4.7,0.0,2.0,42,0,0,0,1,0,0,0
2022-02-17,23,502,502. 뚝섬유원지역 1번출구 앞,4,2,17,3,108,서울,2022-02-17 23:00:00,-6.0,0.0,2.1,46,0,0,0,1,0,0,0
2022-02-18,6,502,502. 뚝섬유원지역 1번출구 앞,2,2,18,4,108,서울,2022-02-18 06:00:00,-7.0,0.0,1.2,55,0,0,0,0,1,0,0
2022-02-18,8,502,502. 뚝섬유원지역 1번출구 앞,5,2,18,4,108,서울,2022-02-18 08:00:00,-7.9,0.0,2.7,59,0,0,0,0,1,0,0
2022-02-18,9,502,502. 뚝섬유원지역 1번출구 앞,4,2,18,4,108,서울,2022-02-18 09:00:00,-5.1,0.0,1.7,51,0,0,0,0,1,0,0
2022-02-18,10,502,502. 뚝섬유원지역 1번출구 앞,2,2,18,4,108,서울,2022-02-18 10:00:00,-2.2,0.0,2.0,43,0,0,0,0,1,0,0
2022-02-18,11,502,502. 뚝섬유원지역 1번출구 앞,2,2,18,4,108,서울,2022-02-18 11:00:00,0.1,0.0,1.9,33,0,0,0,0,1,0,0
2022-02-18,12,502,502. 뚝섬유원지역 1번출구 앞,4,2,18,4,108,서울,2022-02-18 12:00:00,1.7,0.0,1.2,31,0,0,0,0,1,0,0
2022-02-18,13,502,502. 뚝섬유원지역 1번출구 앞,5,2,18,4,108,서울,2022-02-18 13:00:00,3.0,0.0,1.8,27,0,0,0,0,1,0,0
2022-02-18,14,502,502. 뚝섬유원지역 1번출구 앞,8,2,18,4,108,서울,2022-02-18 14:00:00,5.1,0.0,1.8,26,0,0,0,0,1,0,0
2022-02-18,15,502,502. 뚝섬유원지역 1번출구 앞,6,2,18,4,108,서울,2022-02-18 15:00:00,5.2,0.0,2.4,23,0,0,0,0,1,0,0
2022-02-18,16,502,502. 뚝섬유원지역 1번출구 앞,5,2,18,4,108,서울,2022-02-18 16:00:00,5.4,0.0,1.5,22,0,0,0,0,1,0,0
2022-02-18,17,502,502. 뚝섬유원지역 1번출구 앞,11,2,18,4,108,서울,2022-02-18 17:00:00,4.6,0.0,1.6,22,0,0,0,0,1,0,0
2022-02-18,18,502,502. 뚝섬유원지역 1번출구 앞,24,2,18,4,108,서울,2022-02-18 18:00:00,2.9,0.0,2.8,31,0,0,0,0,1,0,0
2022-02-18,19,502,502. 뚝섬유원지역 1번출구 앞,9,2,18,4,108,서울,2022-02-18 19:00:00,1.6,0.0,2.6,34,0,0,0,0,1,0,0
2022-02-18,20,502,502. 뚝섬유원지역 1번출구 앞,11,2,18,4,108,서울,2022-02-18 20:00:00,0.8,0.0,1.4,36,0,0,0,0,1,0,0
2022-02-18,21,502,502. 뚝섬유원지역 1번출구 앞,14,2,18,4,108,서울,2022-02-18 21:00:00,0.2,0.0,1.9,39,0,0,0,0,1,0,0
2022-02-18,22,502,502. 뚝섬유원지역 1번출구 앞,1,2,18,4,108,서울,2022-02-18 22:00:00,-0.2,0.0,1.4,41,0,0,0,0,1,0,0
2022-02-18,23,502,502. 뚝섬유원지역 1번출구 앞,5,2,18,4,108,서울,2022-02-18 23:00:00,-0.3,0.0,2.4,40,0,0,0,0,1,0,0
2022-02-19,0,502,502. 뚝섬유원지역 1번출구 앞,6,2,19,5,108,서울,2022-02-19 00:00:00,-0.5,0.0,1.4,41,0,0,0,0,0,1,0
2022-02-19,1,502,502. 뚝섬유원지역 1번출구 앞,3,2,19,5,108,서울,2022-02-19 01:00:00,-0.7,0.0,3.4,45,0,0,0,0,0,1,0
2022-02-19,2,502,502. 뚝섬유원지역 1번출구 앞,3,2,19,5,108,서울,2022-02-19 02:00:00,-1.2,0.0,1.2,44,0,0,0,0,0,1,0
2022-02-19,8,502,502. 뚝섬유원지역 1번출구 앞,2,2,19,5,108,서울,2022-02-19 08:00:00,-2.4,0.0,1.3,54,0,0,0,0,0,1,0
2022-02-19,9,502,502. 뚝섬유원지역 1번출구 앞,1,2,19,5,108,서울,2022-02-19 09:00:00,-1.6,0.0,0.9,53,0,0,0,0,0,1,0
2022-02-19,10,502,502. 뚝섬유원지역 1번출구 앞,2,2,19,5,108,서울,2022-02-19 10:00:00,-0.9,0.0,2.4,52,0,0,0,0,0,1,0
2022-02-19,11,502,502. 뚝섬유원지역 1번출구 앞,2,2,19,5,108,서울,2022-02-19 11:00:00,-0.3,0.0,3.4,61,0,0,0,0,0,1,0
2022-02-19,12,502,502. 뚝섬유원지역 1번출구 앞,3,2,19,5,108,서울,2022-02-19 12:00:00,0.9,0.0,2.7,59,0,0,0,0,0,1,0
2022-02-19,13,502,502. 뚝섬유원지역 1번출구 앞,7,2,19,5,108,서울,2022-02-19 13:00:00,2.9,0.0,1.5,53,0,0,0,0,0,1,0
2022-02-19,14,502,502. 뚝섬유원지역 1번출구 앞,7,2,19,5,108,서울,2022-02-19 14:00:00,3.4,0.0,4.1,44,0,0,0,0,0,1,0
2022-02-19,15,502,502. 뚝섬유원지역 1번출구 앞,5,2,19,5,108,서울,2022-02-19 15:00:00,2.4,0.0,4.9,38,0,0,0,0,0,1,0
2022-02-19,16,502,502. 뚝섬유원지역 1번출구 앞,14,2,19,5,108,서울,2022-02-19 16:00:00,2.0,0.0,2.4,46,0,0,0,0,0,1,0
2022-02-19,17,502,502. 뚝섬유원지역 1번출구 앞,3,2,19,5,108,서울,2022-02-19 17:00:00,0.3,0.0,1.5,64,0,0,0,0,0,1,0
2022-02-19,18,502,502. 뚝섬유원지역 1번출구 앞,2,2,19,5,108,서울,2022-02-19 18:00:00,-1.1,0.1,4.9,76,0,0,0,0,0,1,0
2022-02-19,19,502,502. 뚝섬유원지역 1번출구 앞,3,2,19,5,108,서울,2022-02-19 19:00:00,-1.5,0.0,3.6,68,0,0,0,0,0,1,0
2022-02-19,20,502,502. 뚝섬유원지역 1번출구 앞,1,2,19,5,108,서울,2022-02-19 20:00:00,-2.8,0.0,6.6,54,0,0,0,0,0,1,0
2022-02-19,21,502,502. 뚝섬유원지역 1번출구 앞,10,2,19,5,108,서울,2022-02-19 21:00:00,-4.1,0.0,5.0,46,0,0,0,0,0,1,0
2022-02-19,22,502,502. 뚝섬유원지역 1번출구 앞,5,2,19,5,108,서울,2022-02-19 22:00:00,-5.3,0.0,5.5,52,0,0,0,0,0,1,0
2022-02-19,23,502,502. 뚝섬유원지역 1번출구 앞,2,2,19,5,108,서울,2022-02-19 23:00:00,-5.9,0.0,3.6,55,0,0,0,0,0,1,0
2022-02-20,8,502,502. 뚝섬유원지역 1번출구 앞,1,2,20,6,108,서울,2022-02-20 08:00:00,-8.4,0.0,4.4,52,0,0,0,0,0,0,1
2022-02-20,9,502,502. 뚝섬유원지역 1번출구 앞,2,2,20,6,108,서울,2022-02-20 09:00:00,-7.4,0.0,4.7,49,0,0,0,0,0,0,1
2022-02-20,10,502,502. 뚝섬유원지역 1번출구 앞,4,2,20,6,108,서울,2022-02-20 10:00:00,-6.5,0.0,4.2,44,0,0,0,0,0,0,1
2022-02-20,11,502,502. 뚝섬유원지역 1번출구 앞,1,2,20,6,108,서울,2022-02-20 11:00:00,-4.6,0.0,3.5,39,0,0,0,0,0,0,1
2022-02-20,12,502,502. 뚝섬유원지역 1번출구 앞,4,2,20,6,108,서울,2022-02-20 12:00:00,-3.7,0.0,3.9,33,0,0,0,0,0,0,1
2022-02-20,13,502,502. 뚝섬유원지역 1번출구 앞,7,2,20,6,108,서울,2022-02-20 13:00:00,-3.2,0.0,5.6,29,0,0,0,0,0,0,1
2022-02-20,14,502,502. 뚝섬유원지역 1번출구 앞,13,2,20,6,108,서울,2022-02-20 14:00:00,-2.0,0.0,4.6,29,0,0,0,0,0,0,1
2022-02-20,15,502,502. 뚝섬유원지역 1번출구 앞,5,2,20,6,108,서울,2022-02-20 15:00:00,-1.3,0.0,4.8,26,0,0,0,0,0,0,1
2022-02-20,16,502,502. 뚝섬유원지역 1번출구 앞,3,2,20,6,108,서울,2022-02-20 16:00:00,-0.6,0.0,3.6,25,0,0,0,0,0,0,1
2022-02-20,17,502,502. 뚝섬유원지역 1번출구 앞,13,2,20,6,108,서울,2022-02-20 17:00:00,-1.1,0.0,4.5,31,0,0,0,0,0,0,1
2022-02-20,18,502,502. 뚝섬유원지역 1번출구 앞,7,2,20,6,108,서울,2022-02-20 18:00:00,-2.2,0.0,2.8,36,0,0,0,0,0,0,1
2022-02-20,19,502,502. 뚝섬유원지역 1번출구 앞,3,2,20,6,108,서울,2022-02-20 19:00:00,-2.9,0.0,3.3,38,0,0,0,0,0,0,1
2022-02-20,20,502,502. 뚝섬유원지역 1번출구 앞,1,2,20,6,108,서울,2022-02-20 20:00:00,-3.4,0.0,3.0,38,0,0,0,0,0,0,1
2022-02-20,21,502,502. 뚝섬유원지역 1번출구 앞,3,2,20,6,108,서울,2022-02-20 21:00:00,-3.9,0.0,3.9,38,0,0,0,0,0,0,1
2022-02-20,22,502,502. 뚝섬유원지역 1번출구 앞,4,2,20,6,108,서울,2022-02-20 22:00:00,-4.4,0.0,3.4,40,0,0,0,0,0,0,1
2022-02-20,23,502,502. 뚝섬유원지역 1번출구 앞,1,2,20,6,108,서울,2022-02-20 23:00:00,-4.8,0.0,3.6,44,0,0,0,0,0,0,1
2022-02-21,0,502,502. 뚝섬유원지역 1번출구 앞,1,2,21,0,108,서울,2022-02-21 00:00:00,-5.3,0.0,2.1,47,1,0,0,0,0,0,0
2022-02-21,4,502,502. 뚝섬유원지역 1번출구 앞,1,2,21,0,108,서울,2022-02-21 04:00:00,-7.3,0.0,1.3,56,1,0,0,0,0,0,0
2022-02-21,5,502,502. 뚝섬유원지역 1번출구 앞,1,2,21,0,108,서울,2022-02-21 05:00:00,-7.6,0.0,1.6,59,1,0,0,0,0,0,0
2022-02-21,6,502,502. 뚝섬유원지역 1번출구 앞,1,2,21,0,108,서울,2022-02-21 06:00:00,-7.7,0.0,1.9,59,1,0,0,0,0,0,0
2022-02-21,7,502,502. 뚝섬유원지역 1번출구 앞,1,2,21,0,108,서울,2022-02-21 07:00:00,-7.9,0.0,1.6,60,1,0,0,0,0,0,0
2022-02-21,8,502,502. 뚝섬유원지역 1번출구 앞,5,2,21,0,108,서울,2022-02-21 08:00:00,-7.5,0.0,1.8,61,1,0,0,0,0,0,0
2022-02-21,9,502,502. 뚝섬유원지역 1번출구 앞,8,2,21,0,108,서울,2022-02-21 09:00:00,-5.0,0.0,2.6,60,1,0,0,0,0,0,0
2022-02-21,10,502,502. 뚝섬유원지역 1번출구 앞,3,2,21,0,108,서울,2022-02-21 10:00:00,-2.0,0.0,2.3,53,1,0,0,0,0,0,0
2022-02-21,11,502,502. 뚝섬유원지역 1번출구 앞,3,2,21,0,108,서울,2022-02-21 11:00:00,0.1,0.0,1.8,51,1,0,0,0,0,0,0
2022-02-21,13,502,502. 뚝섬유원지역 1번출구 앞,4,2,21,0,108,서울,2022-02-21 13:00:00,1.1,0.0,2.5,69,1,0,0,0,0,0,0
2022-02-21,14,502,502. 뚝섬유원지역 1번출구 앞,4,2,21,0,108,서울,2022-02-21 14:00:00,3.4,0.0,5.2,47,1,0,0,0,0,0,0
2022-02-21,15,502,502. 뚝섬유원지역 1번출구 앞,3,2,21,0,108,서울,2022-02-21 15:00:00,3.1,0.1,5.5,45,1,0,0,0,0,0,0
2022-02-21,16,502,502. 뚝섬유원지역 1번출구 앞,2,2,21,0,108,서울,2022-02-21 16:00:00,2.3,0.0,4.0,44,1,0,0,0,0,0,0
2022-02-21,17,502,502. 뚝섬유원지역 1번출구 앞,7,2,21,0,108,서울,2022-02-21 17:00:00,2.0,0.0,4.1,44,1,0,0,0,0,0,0
2022-02-21,18,502,502. 뚝섬유원지역 1번출구 앞,13,2,21,0,108,서울,2022-02-21 18:00:00,0.5,0.0,3.7,49,1,0,0,0,0,0,0
2022-02-21,19,502,502. 뚝섬유원지역 1번출구 앞,10,2,21,0,108,서울,2022-02-21 19:00:00,-0.9,0.0,4.5,48,1,0,0,0,0,0,0
2022-02-21,20,502,502. 뚝섬유원지역 1번출구 앞,2,2,21,0,108,서울,2022-02-21 20:00:00,-1.8,0.0,3.4,47,1,0,0,0,0,0,0
2022-02-21,21,502,502. 뚝섬유원지역 1번출구 앞,6,2,21,0,108,서울,2022-02-21 21:00:00,-2.7,0.0,3.5,51,1,0,0,0,0,0,0
2022-02-21,22,502,502. 뚝섬유원지역 1번출구 앞,6,2,21,0,108,서울,2022-02-21 22:00:00,-3.5,0.0,2.6,55,1,0,0,0,0,0,0
2022-02-21,23,502,502. 뚝섬유원지역 1번출구 앞,2,2,21,0,108,서울,2022-02-21 23:00:00,-4.3,0.0,3.2,56,1,0,0,0,0,0,0
2022-02-22,0,502,502. 뚝섬유원지역 1번출구 앞,1,2,22,1,108,서울,2022-02-22 00:00:00,-4.8,0.0,2.3,57,0,1,0,0,0,0,0
2022-02-22,5,502,502. 뚝섬유원지역 1번출구 앞,1,2,22,1,108,서울,2022-02-22 05:00:00,-6.6,0.0,1.4,45,0,1,0,0,0,0,0
2022-02-22,6,502,502. 뚝섬유원지역 1번출구 앞,1,2,22,1,108,서울,2022-02-22 06:00:00,-6.8,0.0,2.6,43,0,1,0,0,0,0,0
2022-02-22,7,502,502. 뚝섬유원지역 1번출구 앞,3,2,22,1,108,서울,2022-02-22 07:00:00,-7.1,0.0,2.3,43,0,1,0,0,0,0,0
2022-02-22,8,502,502. 뚝섬유원지역 1번출구 앞,6,2,22,1,108,서울,2022-02-22 08:00:00,-7.3,0.0,0.6,44,0,1,0,0,0,0,0
2022-02-22,9,502,502. 뚝섬유원지역 1번출구 앞,7,2,22,1,108,서울,2022-02-22 09:00:00,-5.8,0.0,2.3,40,0,1,0,0,0,0,0
2022-02-22,10,502,502. 뚝섬유원지역 1번출구 앞,2,2,22,1,108,서울,2022-02-22 10:00:00,-4.6,0.0,3.7,33,0,1,0,0,0,0,0
2022-02-22,11,502,502. 뚝섬유원지역 1번출구 앞,1,2,22,1,108,서울,2022-02-22 11:00:00,-3.0,0.0,4.2,34,0,1,0,0,0,0,0
2022-02-22,13,502,502. 뚝섬유원지역 1번출구 앞,6,2,22,1,108,서울,2022-02-22 13:00:00,-0.6,0.0,4.1,34,0,1,0,0,0,0,0
2022-02-22,14,502,502. 뚝섬유원지역 1번출구 앞,5,2,22,1,108,서울,2022-02-22 14:00:00,-0.3,0.0,3.9,37,0,1,0,0,0,0,0
2022-02-22,16,502,502. 뚝섬유원지역 1번출구 앞,5,2,22,1,108,서울,2022-02-22 16:00:00,-1.2,0.0,4.7,39,0,1,0,0,0,0,0
2022-02-22,17,502,502. 뚝섬유원지역 1번출구 앞,8,2,22,1,108,서울,2022-02-22 17:00:00,-1.7,0.0,3.8,42,0,1,0,0,0,0,0
2022-02-22,18,502,502. 뚝섬유원지역 1번출구 앞,12,2,22,1,108,서울,2022-02-22 18:00:00,-2.2,0.0,4.9,42,0,1,0,0,0,0,0
2022-02-22,19,502,502. 뚝섬유원지역 1번출구 앞,8,2,22,1,108,서울,2022-02-22 19:00:00,-3.3,0.0,4.7,40,0,1,0,0,0,0,0
2022-02-22,20,502,502. 뚝섬유원지역 1번출구 앞,5,2,22,1,108,서울,2022-02-22 20:00:00,-4.9,0.0,5.0,39,0,1,0,0,0,0,0
2022-02-22,21,502,502. 뚝섬유원지역 1번출구 앞,7,2,22,1,108,서울,2022-02-22 21:00:00,-6.1,0.0,4.3,44,0,1,0,0,0,0,0
2022-02-22,22,502,502. 뚝섬유원지역 1번출구 앞,5,2,22,1,108,서울,2022-02-22 22:00:00,-6.9,0.0,3.0,46,0,1,0,0,0,0,0
2022-02-22,23,502,502. 뚝섬유원지역 1번출구 앞,5,2,22,1,108,서울,2022-02-22 23:00:00,-7.5,0.0,2.1,44,0,1,0,0,0,0,0
2022-02-23,1,502,502. 뚝섬유원지역 1번출구 앞,1,2,23,2,108,서울,2022-02-23 01:00:00,-8.4,0.0,1.6,46,0,0,1,0,0,0,0
